,Symbol,Timestamp,Open,High,Low,Close,Volume,weekday
1065,BTC,2022-12-01,126481.21,132432.67,123201.61,126128.19,2917616.0,3
1066,BTC,2022-12-02,129498.55,129498.55,121474.7,122115.02,756769.0,4
1067,BTC,2022-12-03,121141.23,124943.37,118451.93,121957.93,2356603.0,5
1068,BTC,2022-12-04,121111.68,126757.62,119094.01,122445.55,1939817.0,6
1069,BTC,2022-12-05,124259.4,124259.4,115471.48,117766.27,814690.0,0
1070,BTC,2022-12-06,119235.25,122763.94,115459.58,119380.13,3233272.0,1
1071,BTC,2022-12-07,120518.87,127999.37,117899.84,121808.21,416254.0,2
1072,BTC,2022-12-08,120383.25,127226.23,118837.37,119144.71,2415902.0,3
1073,BTC,2022-12-09,119548.1,119548.1,114527.13,118339.8,2094096.0,4
1074,BTC,2022-12-10,121291.36,121291.36,113247.99,115834.69,355660.0,5
1075,BTC,2022-12-11,117653.22,117653.22,109662.15,114374.32,2735063.0,6
1076,BTC,2022-12-12,112192.84,113889.48,107441.26,108945.75,2035233.0,0
1077,BTC,2022-12-13,108399.58,109131.1,104622.83,106949.89,10926060.0,1
1078,BTC,2022-12-14,108259.66,113034.59,103977.0,108376.68,856512.0,2
1079,BTC,2022-12-15,108169.02,109652.64,99872.81,103268.74,2294616.0,3
1080,BTC,2022-12-16,104834.79,108215.97,100987.54,106398.33,728283.0,4
1081,BTC,2022-12-17,108406.9,108406.9,103354.65,104744.63,786094.0,5
1082,BTC,2022-12-18,103962.01,105660.36,100051.11,100424.92,387650.0,6
1083,BTC,2022-12-19,99463.21,102299.09,94431.79,95470.02,1160468.0,0
1084,BTC,2022-12-20,95994.18,98789.35,94208.81,98364.16,1562671.0,1
1085,BTC,2022-12-21,101231.91,101231.91,94946.91,95802.13,2861828.0,2
1086,BTC,2022-12-22,95876.65,99214.82,93844.26,94411.08,1229370.0,3
1087,BTC,2022-12-23,95784.97,96895.81,91360.17,92627.29,1809999.0,4
1088,BTC,2022-12-24,93689.61,95714.86,87816.26,89694.57,8751281.0,5
1089,BTC,2022-12-25,90185.5,91510.52,86494.22,88826.76,1711012.0,6
1090,BTC,2022-12-26,88815.8,93157.59,88815.8,93119.88,297845.0,0
1091,BTC,2022-12-27,92497.27,97466.18,92497.27,94944.18,933762.0,1
1092,BTC,2022-12-28,95530.85,99688.85,86352.54,92987.8,1124639.0,2
1093,BTC,2022-12-29,93824.93,95993.11,88980.6,90331.97,948349.0,3
1094,BTC,2022-12-30,90422.6,93628.79,85575.23,87559.21,1143089.0,4
1095,BTC,2022-12-31,89983.33,90754.61,87888.28,90596.74,919315.0,5
1096,BTC,2023-01-01,89901.53,95145.26,89901.53,93039.95,2885693.0,6
1097,BTC,2023-01-02,93441.23,101826.59,92901.62,98430.31,3491428.0,0
1098,BTC,2023-01-03,99014.87,102999.87,96054.49,98146.69,5239600.0,1
1099,BTC,2023-01-04,99083.11,99083.11,94784.05,95094.09,1370761.0,2
1100,BTC,2023-01-05,97060.24,97060.24,87388.65,89298.67,836235.0,3
1101,BTC,2023-01-06,86434.0,97772.36,86434.0,94352.43,571032.0,4
1102,BTC,2023-01-07,97274.0,97274.0,89071.62,91327.32,842068.0,5
1103,BTC,2023-01-08,90786.76,95535.57,89627.59,93712.04,3211095.0,6
1104,BTC,2023-01-09,92847.45,92847.45,89373.84,90780.08,2369269.0,0
1105,BTC,2023-01-10,90102.04,92699.15,88316.89,88889.76,491677.0,1
1106,BTC,2023-01-11,89905.39,91099.28,87167.8,88981.22,1970616.0,2
1107,BTC,2023-01-12,88382.11,92698.26,88382.11,90828.1,531113.0,3
1108,BTC,2023-01-13,90595.21,93428.63,85580.8,92986.16,427608.0,4
1109,BTC,2023-01-14,92606.23,92614.42,89057.94,91166.72,3369092.0,5
1110,BTC,2023-01-15,91036.38,96348.28,88533.11,92326.21,782961.0,6
1111,BTC,2023-01-16,93214.77,93929.53,87287.61,90481.52,1397978.0,0
1112,BTC,2023-01-17,92065.24,95534.57,89514.92,90886.5,1958925.0,1
1113,BTC,2023-01-18,91033.76,99294.8,89373.22,92129.01,2035443.0,2
1114,BTC,2023-01-19,94103.23,100037.04,91412.94,95472.53,1698251.0,3
1115,BTC,2023-01-20,97311.49,97311.49,90049.55,94622.3,6281338.0,4
1116,BTC,2023-01-21,96324.04,97313.13,92030.09,94219.54,2480401.0,5
1117,BTC,2023-01-22,91252.63,97960.54,90059.53,90209.74,890342.0,6
1118,BTC,2023-01-23,90660.88,90660.88,86189.82,89695.2,2719985.0,0
1119,BTC,2023-01-24,90557.86,91217.05,86869.83,87743.76,835147.0,1
1120,BTC,2023-01-25,89142.45,90777.76,86833.41,89727.37,755961.0,2
1121,BTC,2023-01-26,88429.77,90920.03,85513.05,89698.66,542709.0,3
1122,BTC,2023-01-27,89663.56,95700.55,86884.74,89174.84,3020495.0,4
1123,BTC,2023-01-28,90697.16,90697.16,84410.4,86306.23,4127319.0,5
1124,BTC,2023-01-29,85017.98,88679.84,83028.64,85020.51,1227123.0,6
1125,BTC,2023-01-30,85522.09,89378.18,81748.84,83964.42,321146.0,0
1126,BTC,2023-01-31,84041.9,84276.68,77095.07,79983.75,2955744.0,1
1127,BTC,2023-02-01,79680.61,82940.55,76313.49,78675.68,512442.0,2
1128,BTC,2023-02-02,75706.79,80082.99,75706.79,78681.55,313070.0,3
1129,BTC,2023-02-03,80462.99,82068.81,76928.4,80419.29,1692029.0,4
1130,BTC,2023-02-04,79802.37,83675.97,79802.37,81092.1,2150879.0,5
1131,BTC,2023-02-05,80763.56,82357.1,78473.3,80330.87,530859.0,6
1132,BTC,2023-02-06,78576.1,81176.89,76525.04,79098.96,3979866.0,0
1133,BTC,2023-02-07,79038.44,79038.44,76386.14,77136.79,399332.0,1
1134,BTC,2023-02-08,76955.9,79392.73,74808.68,75960.43,5983130.0,2
1135,BTC,2023-02-09,75889.67,78270.24,75889.67,77890.77,4543747.0,3
1136,BTC,2023-02-10,75859.71,79523.37,72989.62,73413.64,12300383.0,4
1137,BTC,2023-02-11,74023.51,75657.22,70471.88,71921.16,1239989.0,5
1138,BTC,2023-02-12,70314.78,76729.14,69249.64,73380.94,433378.0,6
1139,BTC,2023-02-13,74140.59,78006.73,72341.4,76739.69,4588054.0,0
1140,BTC,2023-02-14,76135.89,76135.89,69691.59,70659.54,1335887.0,1
1141,BTC,2023-02-15,71633.9,74708.88,69390.23,70360.7,1073273.0,2
1142,BTC,2023-02-16,70312.21,71296.14,67662.32,70542.51,846734.0,3
1143,BTC,2023-02-17,72779.47,72779.47,69771.48,71737.07,2279361.0,4
1144,BTC,2023-02-18,70554.58,72826.72,69482.2,72114.12,1387126.0,5
1145,BTC,2023-02-19,71590.55,76732.43,69716.44,73125.86,2816752.0,6
1146,BTC,2023-02-20,73221.62,76052.17,71518.37,73023.68,1194402.0,0
1147,BTC,2023-02-21,71710.79,73284.18,68914.01,72072.49,844329.0,1
1148,BTC,2023-02-22,71089.94,74542.07,68498.24,74287.81,1998649.0,2
1149,BTC,2023-02-23,75195.31,77784.51,74028.54,76340.72,890490.0,3
1150,BTC,2023-02-24,77128.64,78432.32,74667.98,75198.74,1547003.0,4
1151,BTC,2023-02-25,75155.45,78403.12,72042.62,73694.42,875679.0,5
1152,BTC,2023-02-26,74682.66,76527.01,72270.07,74495.15,1657308.0,6
1153,BTC,2023-02-27,73980.27,77245.62,72646.59,75047.39,1131164.0,0
1154,BTC,2023-02-28,74569.09,78543.45,74569.09,76315.42,1305594.0,1
1155,BTC,2023-03-01,76739.09,77599.77,74693.59,75524.25,554004.0,2
1156,BTC,2023-03-02,76103.86,78005.16,72559.27,77273.33,517504.0,3
1157,BTC,2023-03-03,77818.76,79394.75,75911.54,77687.13,326551.0,4
1158,BTC,2023-03-04,77109.1,80633.23,75998.44,77292.72,1105160.0,5
1159,BTC,2023-03-05,76880.77,81418.49,74261.62,80584.63,6860585.0,6
1160,BTC,2023-03-06,80446.32,87987.41,78766.04,81962.76,4927390.0,0
1161,BTC,2023-03-07,82686.42,84316.5,74130.91,79385.93,691819.0,1
1162,BTC,2023-03-08,80690.91,85364.07,80690.91,84269.45,5758221.0,2
1163,BTC,2023-03-09,86034.81,90364.12,81940.06,87497.07,2295734.0,3
1164,BTC,2023-03-10,89428.89,90012.5,84631.56,85987.94,1559278.0,4
1165,BTC,2023-03-11,86785.64,93093.23,85972.87,88045.26,627133.0,5
1166,BTC,2023-03-12,88626.76,88626.76,84769.23,86704.45,855434.0,6
1167,BTC,2023-03-13,87404.75,90812.59,84741.34,89209.16,681822.0,0
1168,BTC,2023-03-14,89582.66,92414.95,89359.25,89815.67,1538769.0,1
1169,BTC,2023-03-15,90068.22,93860.25,89754.94,91218.95,3400387.0,2
1170,BTC,2023-03-16,91033.3,93932.61,88468.61,91884.91,11289288.0,3
1171,BTC,2023-03-17,91256.6,94519.18,87283.06,90642.54,805220.0,4
1172,BTC,2023-03-18,90070.93,96688.62,88592.69,93901.99,2826933.0,5
1173,BTC,2023-03-19,95388.65,96060.36,91800.49,95449.4,1933063.0,6
1174,BTC,2023-03-20,97424.43,97822.74,90801.3,94941.63,3502725.0,0
1175,BTC,2023-03-21,94271.22,95815.69,91114.04,93399.81,1315743.0,1
1176,BTC,2023-03-22,94258.53,96463.85,87354.18,93807.82,8768350.0,2
1177,BTC,2023-03-23,95082.13,97628.39,92129.91,92980.85,1515726.0,3
1178,BTC,2023-03-24,94575.72,100543.19,89035.95,97219.4,1705799.0,4
1179,BTC,2023-03-25,98454.74,103483.33,95693.99,100521.25,419425.0,5
1180,BTC,2023-03-26,101976.11,102004.91,96329.42,100635.98,2255212.0,6
1181,BTC,2023-03-27,99172.27,101195.36,95515.82,99507.0,5311202.0,0
1182,BTC,2023-03-28,101176.48,104826.29,94164.88,98802.37,3494006.0,1
1183,BTC,2023-03-29,99293.61,99821.66,93981.13,95292.99,1935486.0,2
1184,BTC,2023-03-30,97872.34,97984.11,91952.59,95793.38,4303818.0,3
1185,BTC,2023-03-31,94383.02,95573.87,86901.34,91213.37,7919524.0,4
1186,BTC,2023-04-01,91686.06,91686.06,86585.98,86764.98,3777924.0,5
1187,BTC,2023-04-02,87611.87,90261.89,82846.95,86678.0,1684110.0,6
1188,BTC,2023-04-03,85604.13,89929.52,82035.46,85319.79,256026.0,0
1189,BTC,2023-04-04,86760.7,88913.66,85077.32,87900.65,1093238.0,1
1190,BTC,2023-04-05,86775.06,88265.98,83608.52,87342.09,665950.0,2
1191,BTC,2023-04-06,85634.46,86250.23,81472.5,83598.04,394546.0,3
1192,BTC,2023-04-07,84072.15,85811.51,81374.67,85278.6,1179525.0,4
1193,BTC,2023-04-08,85750.73,87388.08,80479.99,83838.42,332062.0,5
1194,BTC,2023-04-09,83143.23,86794.18,82710.3,85098.19,1815538.0,6
1195,BTC,2023-04-10,83568.57,86158.0,82804.36,85172.94,1640263.0,0
1196,BTC,2023-04-11,85671.73,85671.73,81732.61,84008.96,1985558.0,1
1197,BTC,2023-04-12,84171.03,87594.8,80540.53,84809.74,622449.0,2
1198,BTC,2023-04-13,84289.52,88305.12,83709.78,85118.75,161071.0,3
1199,BTC,2023-04-14,83696.42,90388.94,83386.16,87871.57,1270746.0,4
1200,BTC,2023-04-15,87539.3,90745.0,86288.49,87103.38,1073621.0,5
1201,BTC,2023-04-16,87435.14,89126.61,84666.5,86877.22,1203956.0,6
1202,BTC,2023-04-17,86601.01,89440.32,84900.96,86142.16,1956702.0,0
1203,BTC,2023-04-18,85215.2,85392.77,80824.52,84741.76,583511.0,1
1204,BTC,2023-04-19,81828.23,89701.33,81828.23,88138.87,2253077.0,2
1205,BTC,2023-04-20,88434.83,88434.83,82672.83,84124.68,3008162.0,3
1206,BTC,2023-04-21,84077.48,89633.64,82848.04,88568.25,1673439.0,4
1207,BTC,2023-04-22,88246.6,91053.86,87295.86,90354.41,2605143.0,5
1208,BTC,2023-04-23,90283.67,93268.07,88980.91,89947.58,10067049.0,6
1209,BTC,2023-04-24,89064.23,93341.05,88262.68,91299.15,545482.0,0
1210,BTC,2023-04-25,90474.14,93305.99,88929.89,91417.64,1682770.0,1
1211,BTC,2023-04-26,91851.99,97054.54,89760.8,96039.45,1299152.0,2
1212,BTC,2023-04-27,97899.31,97899.31,92724.86,93550.27,1505775.0,3
1213,BTC,2023-04-28,92479.61,103723.46,90506.85,97150.22,1410181.0,4
1214,BTC,2023-04-29,98308.51,100247.09,94989.25,97555.19,1283249.0,5
1215,BTC,2023-04-30,97844.51,101197.75,95782.5,100611.22,2232172.0,6
1216,BTC,2023-05-01,102294.75,102294.75,98747.27,99319.33,451062.0,0
1217,BTC,2023-05-02,102358.13,102358.13,96935.37,99298.65,794893.0,1
1218,BTC,2023-05-03,95992.88,101607.03,95992.88,99095.2,2908211.0,2
1219,BTC,2023-05-04,100411.34,101606.88,96180.49,97946.86,2626401.0,3
1220,BTC,2023-05-05,98225.38,102235.17,97897.66,102105.54,506791.0,4
1221,BTC,2023-05-06,100887.21,111724.48,100887.21,103103.03,1342519.0,5
1222,BTC,2023-05-07,103316.37,103316.37,98587.55,102073.27,3092807.0,6
1223,BTC,2023-05-08,102158.79,108044.15,94901.85,101538.83,390072.0,0
1224,BTC,2023-05-09,100050.68,106387.55,100050.68,104029.72,1443548.0,1
1225,BTC,2023-05-10,104575.68,105969.64,103017.38,104388.92,2699704.0,2
1226,BTC,2023-05-11,105981.92,110849.43,101779.11,109698.38,1351254.0,3
1227,BTC,2023-05-12,107120.96,118241.65,107120.96,112639.65,2031596.0,4
1228,BTC,2023-05-13,111870.14,119909.93,111870.14,114927.34,770197.0,5
1229,BTC,2023-05-14,114762.01,118129.21,113072.35,117572.26,1602884.0,6
1230,BTC,2023-05-15,118086.92,118948.52,114612.75,115880.84,1851396.0,0
1231,BTC,2023-05-16,115620.39,119278.42,115341.29,118001.86,5373286.0,1
1232,BTC,2023-05-17,114738.57,127862.81,114738.57,126147.42,1905267.0,2
1233,BTC,2023-05-18,127905.71,128876.05,122163.3,128806.51,304068.0,3
1234,BTC,2023-05-19,128071.24,134451.29,124840.14,130109.92,857352.0,4
1235,BTC,2023-05-20,130953.34,131635.74,122172.45,123878.0,2364251.0,5
1236,BTC,2023-05-21,124452.05,126796.51,118376.49,120397.24,4470107.0,6
1237,BTC,2023-05-22,122427.14,122427.14,112142.5,115308.64,2430336.0,0
1238,BTC,2023-05-23,115901.41,115901.41,110419.51,112479.21,521945.0,1
1239,BTC,2023-05-24,109483.89,121380.26,109483.89,118407.17,4410308.0,2
1240,BTC,2023-05-25,117871.61,121236.99,112583.7,114516.22,3238450.0,3
1241,BTC,2023-05-26,115803.52,116717.53,111804.98,112458.83,8911560.0,4
1242,BTC,2023-05-27,109966.23,117692.34,109966.23,114229.66,5415500.0,5
1243,BTC,2023-05-28,113607.44,119496.55,113065.19,116951.04,307617.0,6
1244,BTC,2023-05-29,119143.93,121992.16,117711.91,120679.99,221307.0,0
1245,BTC,2023-05-30,117902.58,126391.39,117899.08,121717.57,295323.0,1
1246,BTC,2023-05-31,122811.33,124358.56,117819.38,120957.98,742452.0,2
1247,BTC,2023-06-01,121039.36,128095.24,117282.89,124492.41,1072562.0,3
1248,BTC,2023-06-02,123564.24,128450.05,121633.19,124481.37,674160.0,4
1249,BTC,2023-06-03,126338.31,126338.31,118897.95,120536.47,9657518.0,5
1250,BTC,2023-06-04,122803.83,125955.38,120962.24,123745.37,503590.0,6
1251,BTC,2023-06-05,122466.93,125392.06,119432.85,124676.9,9612076.0,0
1252,BTC,2023-06-06,123881.62,129974.2,123881.62,126842.84,1268560.0,1
1253,BTC,2023-06-07,124483.38,130587.84,123985.94,125486.72,1551573.0,2
1254,BTC,2023-06-08,123916.34,124019.35,120454.63,121794.51,735037.0,3
1255,BTC,2023-06-09,122078.15,125373.65,117018.5,118478.65,1988953.0,4
1256,BTC,2023-06-10,121831.53,121831.53,112760.34,116040.91,589701.0,5
1257,BTC,2023-06-11,116146.65,117588.56,107582.3,109918.56,5626227.0,6
1258,BTC,2023-06-12,110372.25,110372.25,101018.38,103576.83,3437484.0,0
1259,BTC,2023-06-13,102873.72,105127.92,100114.75,101277.29,1362302.0,1
1260,BTC,2023-06-14,104229.79,104229.79,99196.89,100435.39,651660.0,2
1261,BTC,2023-06-15,99448.95,108732.18,99448.95,104276.99,15470221.0,3
1262,BTC,2023-06-16,104842.91,108914.45,97313.41,101084.58,585884.0,4
1263,BTC,2023-06-17,99183.81,105737.59,97808.09,102476.33,2359356.0,5
1264,BTC,2023-06-18,102823.69,102823.69,94896.56,98135.35,19559408.0,6
1265,BTC,2023-06-19,98286.59,99062.35,95720.11,97593.37,958034.0,0
1266,BTC,2023-06-20,99878.99,103774.43,97103.55,97758.81,1389049.0,1
1267,BTC,2023-06-21,96560.3,102970.51,95953.09,97589.99,228021.0,2
1268,BTC,2023-06-22,96841.4,100061.03,93494.94,93579.06,2143961.0,3
1269,BTC,2023-06-23,95560.19,99936.06,88765.12,90713.05,1861864.0,4
1270,BTC,2023-06-24,89534.94,94891.66,89387.73,91449.49,3156854.0,5
1271,BTC,2023-06-25,93335.79,94305.35,88750.94,90459.4,4027289.0,6
1272,BTC,2023-06-26,90954.04,92576.9,86140.61,88918.69,6750826.0,0
1273,BTC,2023-06-27,89965.12,90310.6,86095.41,86816.93,1024689.0,1
1274,BTC,2023-06-28,86127.38,91386.16,86095.01,89635.31,742036.0,2
1275,BTC,2023-06-29,90576.35,93059.78,88309.36,91959.91,177156.0,3
1276,BTC,2023-06-30,92249.09,93683.76,88938.53,91093.86,1294962.0,4
1277,BTC,2023-07-01,89523.28,93779.82,87008.32,90415.26,1417826.0,5
1278,BTC,2023-07-02,90128.78,92842.74,89112.96,89538.87,286803.0,6
1279,BTC,2023-07-03,89172.89,93617.51,82926.91,90989.99,1413285.0,0
1280,BTC,2023-07-04,92439.46,99639.73,90155.82,96367.4,2569521.0,1
1281,BTC,2023-07-05,98820.06,98820.06,92384.32,95931.99,1781510.0,2
1282,BTC,2023-07-06,95371.41,96885.04,87976.24,91396.56,1268315.0,3
1283,BTC,2023-07-07,93426.85,93426.85,89681.51,90734.2,898168.0,4
1284,BTC,2023-07-08,91015.45,94658.86,89199.09,93294.62,312629.0,5
1285,BTC,2023-07-09,93824.04,96124.28,90428.14,92887.33,2017833.0,6
1286,BTC,2023-07-10,93317.12,94880.91,89813.18,90681.91,1639360.0,0
1287,BTC,2023-07-11,92344.75,93429.8,88727.84,91124.76,9911117.0,1
1288,BTC,2023-07-12,89906.78,96644.32,89906.78,92601.36,2828832.0,2
1289,BTC,2023-07-13,89916.19,93148.71,89428.44,90646.23,944999.0,3
1290,BTC,2023-07-14,90063.73,91382.07,85437.71,86936.43,2969299.0,4
1291,BTC,2023-07-15,86957.98,88852.07,82825.75,86161.94,1310987.0,5
1292,BTC,2023-07-16,85606.98,86791.56,83050.75,84068.74,3163433.0,6
1293,BTC,2023-07-17,83471.37,87702.83,83471.37,84871.41,1465878.0,0
1294,BTC,2023-07-18,84745.95,89470.67,84745.95,87112.57,5272782.0,1
1295,BTC,2023-07-19,87084.72,90055.49,84237.28,86415.33,2651532.0,2
1296,BTC,2023-07-20,88296.55,88296.55,80583.01,85240.27,2142581.0,3
1297,BTC,2023-07-21,86110.91,87542.48,76781.9,81310.51,1438299.0,4
1298,BTC,2023-07-22,79250.94,82206.13,78895.12,79911.66,727932.0,5
1299,BTC,2023-07-23,78788.24,81954.68,78165.74,78694.58,1216397.0,6
1300,BTC,2023-07-24,78998.76,84579.59,78776.37,83136.6,434612.0,0
1301,BTC,2023-07-25,83236.96,83236.96,80843.25,81890.67,1508159.0,1
1302,BTC,2023-07-26,82227.35,82905.68,78750.15,80122.18,668334.0,2
1303,BTC,2023-07-27,79050.21,79387.96,73095.73,73561.66,1856649.0,3
1304,BTC,2023-07-28,72972.89,76370.92,69684.81,75805.58,346335.0,4
1305,BTC,2023-07-29,74666.88,78182.1,74301.89,76461.0,1156392.0,5
1306,BTC,2023-07-30,74735.89,78621.2,74186.16,78464.0,629305.0,6
1307,BTC,2023-07-31,77120.9,80713.1,75678.92,77030.59,268826.0,0
1308,BTC,2023-08-01,77692.02,81285.22,76304.54,79063.7,475173.0,1
1309,BTC,2023-08-02,79101.17,80216.32,74394.33,77102.32,551722.0,2
1310,BTC,2023-08-03,77769.63,77769.63,72314.38,74227.81,2513846.0,3
1311,BTC,2023-08-04,73951.65,77001.34,72306.69,76874.75,3266841.0,4
1312,BTC,2023-08-05,77428.77,78026.23,75323.35,76647.81,1052082.0,5
1313,BTC,2023-08-06,76858.09,76858.09,71863.57,72926.91,15173065.0,6
1314,BTC,2023-08-07,71885.67,73776.21,70870.88,72752.34,1600727.0,0
1315,BTC,2023-08-08,72578.37,74032.68,69900.55,73774.79,1288059.0,1
1316,BTC,2023-08-09,74551.9,75108.37,72152.31,72567.15,844087.0,2
1317,BTC,2023-08-10,72041.78,73481.16,70383.98,72274.41,522590.0,3
1318,BTC,2023-08-11,73888.69,74557.55,69727.15,72485.18,3917695.0,4
1319,BTC,2023-08-12,72002.73,76058.0,70470.35,73813.76,281604.0,5
1320,BTC,2023-08-13,74817.75,78894.23,73428.64,76940.86,4608118.0,6
1321,BTC,2023-08-14,77851.06,80401.95,76415.83,76816.16,1282134.0,0
1322,BTC,2023-08-15,76137.48,82296.19,71995.11,77098.69,827891.0,1
1323,BTC,2023-08-16,79053.1,83168.3,75792.9,83156.19,1691756.0,2
1324,BTC,2023-08-17,82963.13,86593.07,80690.7,84843.3,1378828.0,3
1325,BTC,2023-08-18,84465.34,85210.44,80863.5,81714.76,1416214.0,4
1326,BTC,2023-08-19,82412.05,85329.28,81120.37,82242.79,8495538.0,5
1327,BTC,2023-08-20,82629.6,83658.62,80156.78,82162.68,1217464.0,6
1328,BTC,2023-08-21,82485.47,82485.47,77268.7,79001.9,950042.0,0
1329,BTC,2023-08-22,79610.26,79610.26,73372.47,77979.71,1422311.0,1
1330,BTC,2023-08-23,78692.97,78692.97,73085.23,73937.16,6530306.0,2
1331,BTC,2023-08-24,74816.45,77455.95,72862.81,74141.2,953524.0,3
1332,BTC,2023-08-25,71989.08,73820.8,71015.08,71098.76,1234745.0,4
1333,BTC,2023-08-26,71393.0,74359.44,70004.96,71632.93,1410291.0,5
1334,BTC,2023-08-27,70796.36,75023.28,70796.36,73374.99,837091.0,6
1335,BTC,2023-08-28,72599.0,75851.09,72599.0,75847.12,996465.0,0
1336,BTC,2023-08-29,75641.86,75856.54,73568.83,74663.78,1418980.0,1
1337,BTC,2023-08-30,75281.21,76410.05,70964.2,75581.9,1283393.0,2
1338,BTC,2023-08-31,75490.06,77674.05,74683.33,76489.48,11285858.0,3
1339,BTC,2023-09-01,76318.7,80306.76,74022.22,76107.52,1370317.0,4
1340,BTC,2023-09-02,75485.34,79225.81,74942.72,77315.15,1802733.0,5
1341,BTC,2023-09-03,77314.49,80033.54,75624.61,79879.37,11628803.0,6
1342,BTC,2023-09-04,78031.45,83075.37,76613.62,77310.34,1642231.0,0
1343,BTC,2023-09-05,77322.8,78968.85,74406.23,74886.19,960421.0,1
1344,BTC,2023-09-06,74340.88,77978.23,74340.88,77274.35,9667181.0,2
1345,BTC,2023-09-07,74262.98,79103.4,74262.98,75568.55,8679782.0,3
1346,BTC,2023-09-08,74294.31,78993.3,74294.31,75997.02,4401244.0,4
1347,BTC,2023-09-09,75195.97,78202.24,72290.41,74584.66,2822434.0,5
1348,BTC,2023-09-10,75597.46,75597.46,71117.79,71657.39,1240279.0,6
1349,BTC,2023-09-11,72264.88,79952.97,71652.02,77839.32,425905.0,0
1350,BTC,2023-09-12,75578.33,81642.03,75578.33,80592.99,1437678.0,1
1351,BTC,2023-09-13,80203.48,83224.66,76690.85,80733.15,802902.0,2
1352,BTC,2023-09-14,82286.07,82286.07,77566.73,78500.91,452581.0,3
1353,BTC,2023-09-15,79208.73,81184.85,77637.02,79191.69,1015706.0,4
1354,BTC,2023-09-16,78000.44,81929.26,75615.84,77605.45,1504214.0,5
1355,BTC,2023-09-17,77890.1,80273.9,76438.55,80230.07,489942.0,6
1356,BTC,2023-09-18,81007.0,83375.46,79737.22,81448.32,2031913.0,0
1357,BTC,2023-09-19,81485.84,82068.67,78854.94,80292.01,3765222.0,1
1358,BTC,2023-09-20,79872.77,82532.05,77251.03,80539.08,911852.0,2
1359,BTC,2023-09-21,82379.22,82379.22,76892.1,78188.34,1292287.0,3
1360,BTC,2023-09-22,79664.99,79664.99,74742.09,76375.66,522853.0,4
1361,BTC,2023-09-23,73932.52,79635.49,73932.52,77119.73,2550288.0,5
1362,BTC,2023-09-24,75389.23,77869.0,73575.83,75638.27,1334698.0,6
1363,BTC,2023-09-25,77194.72,80369.52,75176.81,76409.24,2451047.0,0
1364,BTC,2023-09-26,77112.69,77801.97,74438.82,74806.88,1214183.0,1
1365,BTC,2023-09-27,75496.46,79632.91,73088.73,73595.37,624584.0,2
1366,BTC,2023-09-28,72670.35,75568.79,71308.38,75132.39,973478.0,3
1367,BTC,2023-09-29,75617.74,79625.08,75617.74,77871.38,1922165.0,4
1368,BTC,2023-09-30,80147.88,83507.5,76589.79,80846.79,533320.0,5
1369,BTC,2023-10-01,82497.96,83954.77,79677.98,82505.65,795589.0,6
1370,BTC,2023-10-02,84164.49,90485.24,81621.91,89679.3,951785.0,0
1371,BTC,2023-10-03,88430.5,94023.53,86547.32,90182.79,2883379.0,1
1372,BTC,2023-10-04,91466.05,94271.98,88868.51,93801.27,4915884.0,2
1373,BTC,2023-10-05,93409.94,95088.85,90069.13,90370.12,2032373.0,3
1374,BTC,2023-10-06,87458.34,91568.68,85954.96,89702.15,605694.0,4
1375,BTC,2023-10-07,91376.74,91376.74,81195.76,82533.1,754645.0,5
1376,BTC,2023-10-08,81446.55,87108.79,76367.74,85317.75,1584460.0,6
1377,BTC,2023-10-09,87506.92,87506.92,84327.4,85296.23,798567.0,0
1378,BTC,2023-10-10,83430.24,85481.88,82652.44,83227.75,628304.0,1
1379,BTC,2023-10-11,83680.41,90596.6,83680.41,90050.77,1674369.0,2
1380,BTC,2023-10-12,89294.72,95913.04,89294.72,93580.87,14670745.0,3
1381,BTC,2023-10-13,93975.53,100557.37,91728.3,97648.96,1134986.0,4
1382,BTC,2023-10-14,97765.09,102970.97,95321.18,99228.6,1734666.0,5
1383,BTC,2023-10-15,98704.41,99427.8,94747.52,99375.16,697420.0,6
1384,BTC,2023-10-16,99043.29,104874.26,99043.29,104025.07,509654.0,0
1385,BTC,2023-10-17,104390.95,104390.95,94534.76,100254.67,3509005.0,1
1386,BTC,2023-10-18,100049.07,103432.89,97905.11,101879.74,838916.0,2
1387,BTC,2023-10-19,104410.9,104410.9,97095.18,100555.0,829660.0,3
1388,BTC,2023-10-20,99872.71,102743.85,95544.7,96986.82,3020553.0,4
1389,BTC,2023-10-21,96602.22,98098.01,92953.36,97935.25,499517.0,5
1390,BTC,2023-10-22,97933.35,99294.63,93707.07,97577.78,845997.0,6
1391,BTC,2023-10-23,96492.29,99454.6,94474.89,95519.66,3491743.0,0
1392,BTC,2023-10-24,94436.46,97314.21,90180.24,94591.41,1350639.0,1
1393,BTC,2023-10-25,96142.82,98675.27,94262.22,95377.51,948190.0,2
1394,BTC,2023-10-26,94684.75,98883.31,89093.91,91702.53,739605.0,3
1395,BTC,2023-10-27,92871.72,92871.72,88061.23,88598.95,1975390.0,4
1396,BTC,2023-10-28,89344.49,93984.68,87709.18,90830.16,573557.0,5
1397,BTC,2023-10-29,91812.49,92352.39,86007.22,87528.0,5358529.0,6
1398,BTC,2023-10-30,88393.06,88953.21,85669.64,86587.78,270370.0,0
1399,BTC,2023-10-31,86724.99,86780.88,82617.09,85444.37,948410.0,1
