,Symbol,Timestamp,Open,High,Low,Close,Volume
1248,BTC,2023-06-02,123564.24,128450.05,121633.19,124481.37,674160.0
1251,BTC,2023-06-05,122466.93,125392.06,119432.85,124676.9,9612076.0
1252,BTC,2023-06-06,123881.62,129974.2,123881.62,126842.84,1268560.0
1253,BTC,2023-06-07,124483.38,130587.84,123985.94,125486.72,1551573.0
1254,BTC,2023-06-08,123916.34,124019.35,120454.63,121794.51,735037.0
1255,BTC,2023-06-09,122078.15,125373.65,117018.5,118478.65,1988953.0
1258,BTC,2023-06-12,110372.25,110372.25,101018.38,103576.83,3437484.0
1259,BTC,2023-06-13,102873.72,105127.92,100114.75,101277.29,1362302.0
1260,BTC,2023-06-14,104229.79,104229.79,99196.89,100435.39,651660.0
1261,BTC,2023-06-15,99448.95,108732.18,99448.95,104276.99,15470221.0
1262,BTC,2023-06-16,104842.91,108914.45,97313.41,101084.58,585884.0
1265,BTC,2023-06-19,98286.59,99062.35,95720.11,97593.37,958034.0
1266,BTC,2023-06-20,99878.99,103774.43,97103.55,97758.81,1389049.0
1267,BTC,2023-06-21,96560.3,102970.51,95953.09,97589.99,228021.0
1268,BTC,2023-06-22,96841.4,100061.03,93494.94,93579.06,2143961.0
1269,BTC,2023-06-23,95560.19,99936.06,88765.12,90713.05,1861864.0
1272,BTC,2023-06-26,90954.04,92576.9,86140.61,88918.69,6750826.0
1273,BTC,2023-06-27,89965.12,90310.6,86095.41,86816.93,1024689.0
1274,BTC,2023-06-28,86127.38,91386.16,86095.01,89635.31,742036.0
1275,BTC,2023-06-29,90576.35,93059.78,88309.36,91959.91,177156.0
1276,BTC,2023-06-30,92249.09,93683.76,88938.53,91093.86,1294962.0
1279,BTC,2023-07-03,89172.89,93617.51,82926.91,90989.99,1413285.0
1280,BTC,2023-07-04,92439.46,99639.73,90155.82,96367.4,2569521.0
1281,BTC,2023-07-05,98820.06,98820.06,92384.32,95931.99,1781510.0
1282,BTC,2023-07-06,95371.41,96885.04,87976.24,91396.56,1268315.0
1283,BTC,2023-07-07,93426.85,93426.85,89681.51,90734.2,898168.0
1286,BTC,2023-07-10,93317.12,94880.91,89813.18,90681.91,1639360.0
1287,BTC,2023-07-11,92344.75,93429.8,88727.84,91124.76,9911117.0
1288,BTC,2023-07-12,89906.78,96644.32,89906.78,92601.36,2828832.0
1289,BTC,2023-07-13,89916.19,93148.71,89428.44,90646.23,944999.0
1290,BTC,2023-07-14,90063.73,91382.07,85437.71,86936.43,2969299.0
1293,BTC,2023-07-17,83471.37,87702.83,83471.37,84871.41,1465878.0
1294,BTC,2023-07-18,84745.95,89470.67,84745.95,87112.57,5272782.0
1295,BTC,2023-07-19,87084.72,90055.49,84237.28,86415.33,2651532.0
1296,BTC,2023-07-20,88296.55,88296.55,80583.01,85240.27,2142581.0
1297,BTC,2023-07-21,86110.91,87542.48,76781.9,81310.51,1438299.0
1300,BTC,2023-07-24,78998.76,84579.59,78776.37,83136.6,434612.0
1301,BTC,2023-07-25,83236.96,83236.96,80843.25,81890.67,1508159.0
1302,BTC,2023-07-26,82227.35,82905.68,78750.15,80122.18,668334.0
1303,BTC,2023-07-27,79050.21,79387.96,73095.73,73561.66,1856649.0
1304,BTC,2023-07-28,72972.89,76370.92,69684.81,75805.58,346335.0
1307,BTC,2023-07-31,77120.9,80713.1,75678.92,77030.59,268826.0
1308,BTC,2023-08-01,77692.02,81285.22,76304.54,79063.7,475173.0
1309,BTC,2023-08-02,79101.17,80216.32,74394.33,77102.32,551722.0
1310,BTC,2023-08-03,77769.63,77769.63,72314.38,74227.81,2513846.0
1311,BTC,2023-08-04,73951.65,77001.34,72306.69,76874.75,3266841.0
1314,BTC,2023-08-07,71885.67,73776.21,70870.88,72752.34,1600727.0
1315,BTC,2023-08-08,72578.37,74032.68,69900.55,73774.79,1288059.0
1316,BTC,2023-08-09,74551.9,75108.37,72152.31,72567.15,844087.0
1317,BTC,2023-08-10,72041.78,73481.16,70383.98,72274.41,522590.0
1318,BTC,2023-08-11,73888.69,74557.55,69727.15,72485.18,3917695.0
1321,BTC,2023-08-14,77851.06,80401.95,76415.83,76816.16,1282134.0
1322,BTC,2023-08-15,76137.48,82296.19,71995.11,77098.69,827891.0
1323,BTC,2023-08-16,79053.1,83168.3,75792.9,83156.19,1691756.0
1324,BTC,2023-08-17,82963.13,86593.07,80690.7,84843.3,1378828.0
1325,BTC,2023-08-18,84465.34,85210.44,80863.5,81714.76,1416214.0
1328,BTC,2023-08-21,82485.47,82485.47,77268.7,79001.9,950042.0
1329,BTC,2023-08-22,79610.26,79610.26,73372.47,77979.71,1422311.0
1330,BTC,2023-08-23,78692.97,78692.97,73085.23,73937.16,6530306.0
1331,BTC,2023-08-24,74816.45,77455.95,72862.81,74141.2,953524.0
1332,BTC,2023-08-25,71989.08,73820.8,71015.08,71098.76,1234745.0
1335,BTC,2023-08-28,72599.0,75851.09,72599.0,75847.12,996465.0
1336,BTC,2023-08-29,75641.86,75856.54,73568.83,74663.78,1418980.0
1337,BTC,2023-08-30,75281.21,76410.05,70964.2,75581.9,1283393.0
1338,BTC,2023-08-31,75490.06,77674.05,74683.33,76489.48,11285858.0
1339,BTC,2023-09-01,76318.7,80306.76,74022.22,76107.52,1370317.0
1342,BTC,2023-09-04,78031.45,83075.37,76613.62,77310.34,1642231.0
1343,BTC,2023-09-05,77322.8,78968.85,74406.23,74886.19,960421.0
1344,BTC,2023-09-06,74340.88,77978.23,74340.88,77274.35,9667181.0
1345,BTC,2023-09-07,74262.98,79103.4,74262.98,75568.55,8679782.0
1346,BTC,2023-09-08,74294.31,78993.3,74294.31,75997.02,4401244.0
1349,BTC,2023-09-11,72264.88,79952.97,71652.02,77839.32,425905.0
1350,BTC,2023-09-12,75578.33,81642.03,75578.33,80592.99,1437678.0
1351,BTC,2023-09-13,80203.48,83224.66,76690.85,80733.15,802902.0
1352,BTC,2023-09-14,82286.07,82286.07,77566.73,78500.91,452581.0
1353,BTC,2023-09-15,79208.73,81184.85,77637.02,79191.69,1015706.0
1356,BTC,2023-09-18,81007.0,83375.46,79737.22,81448.32,2031913.0
1357,BTC,2023-09-19,81485.84,82068.67,78854.94,80292.01,3765222.0
1358,BTC,2023-09-20,79872.77,82532.05,77251.03,80539.08,911852.0
1359,BTC,2023-09-21,82379.22,82379.22,76892.1,78188.34,1292287.0
1360,BTC,2023-09-22,79664.99,79664.99,74742.09,76375.66,522853.0
1363,BTC,2023-09-25,77194.72,80369.52,75176.81,76409.24,2451047.0
1364,BTC,2023-09-26,77112.69,77801.97,74438.82,74806.88,1214183.0
1365,BTC,2023-09-27,75496.46,79632.91,73088.73,73595.37,624584.0
1366,BTC,2023-09-28,72670.35,75568.79,71308.38,75132.39,973478.0
1367,BTC,2023-09-29,75617.74,79625.08,75617.74,77871.38,1922165.0
1370,BTC,2023-10-02,84164.49,90485.24,81621.91,89679.3,951785.0
1371,BTC,2023-10-03,88430.5,94023.53,86547.32,90182.79,2883379.0
1372,BTC,2023-10-04,91466.05,94271.98,88868.51,93801.27,4915884.0
1373,BTC,2023-10-05,93409.94,95088.85,90069.13,90370.12,2032373.0
1374,BTC,2023-10-06,87458.34,91568.68,85954.96,89702.15,605694.0
1377,BTC,2023-10-09,87506.92,87506.92,84327.4,85296.23,798567.0
1378,BTC,2023-10-10,83430.24,85481.88,82652.44,83227.75,628304.0
1379,BTC,2023-10-11,83680.41,90596.6,83680.41,90050.77,1674369.0
1380,BTC,2023-10-12,89294.72,95913.04,89294.72,93580.87,14670745.0
1381,BTC,2023-10-13,93975.53,100557.37,91728.3,97648.96,1134986.0
1384,BTC,2023-10-16,99043.29,104874.26,99043.29,104025.07,509654.0
1385,BTC,2023-10-17,104390.95,104390.95,94534.76,100254.67,3509005.0
1386,BTC,2023-10-18,100049.07,103432.89,97905.11,101879.74,838916.0
1387,BTC,2023-10-19,104410.9,104410.9,97095.18,100555.0,829660.0
1388,BTC,2023-10-20,99872.71,102743.85,95544.7,96986.82,3020553.0
1391,BTC,2023-10-23,96492.29,99454.6,94474.89,95519.66,3491743.0
1392,BTC,2023-10-24,94436.46,97314.21,90180.24,94591.41,1350639.0
1393,BTC,2023-10-25,96142.82,98675.27,94262.22,95377.51,948190.0
1394,BTC,2023-10-26,94684.75,98883.31,89093.91,91702.53,739605.0
1395,BTC,2023-10-27,92871.72,92871.72,88061.23,88598.95,1975390.0
1398,BTC,2023-10-30,88393.06,88953.21,85669.64,86587.78,270370.0
1399,BTC,2023-10-31,86724.99,86780.88,82617.09,85444.37,948410.0
1400,BTC,2023-11-01,85239.37,90503.0,85239.37,88979.73,13381120.0
1401,BTC,2023-11-02,87651.14,94430.1,87651.14,89921.19,3469723.0
1402,BTC,2023-11-03,88972.97,92162.81,85771.37,87234.46,1098534.0
1405,BTC,2023-11-06,87816.4,89473.46,84273.35,86704.17,1663753.0
1406,BTC,2023-11-07,87145.52,91665.38,85278.88,86480.02,2355465.0
1407,BTC,2023-11-08,87390.51,87390.51,82449.28,84452.07,597121.0
1408,BTC,2023-11-09,83727.17,88568.18,83727.17,88493.43,27005631.0
1409,BTC,2023-11-10,89996.31,91600.21,86951.4,88859.81,1358075.0
1412,BTC,2023-11-13,88567.33,90273.25,85811.41,87807.47,734169.0
1413,BTC,2023-11-14,86136.55,90782.48,85825.34,90034.87,3326661.0
1414,BTC,2023-11-15,88582.56,91444.34,88222.62,89134.19,238758.0
1415,BTC,2023-11-16,88990.65,94085.9,88461.83,90642.06,2748409.0
1416,BTC,2023-11-17,90071.64,93592.47,89485.27,91060.06,1098963.0
1419,BTC,2023-11-20,86074.33,86074.33,75504.78,78536.59,612418.0
1420,BTC,2023-11-21,76698.99,81405.8,76698.99,80551.94,1931388.0
1421,BTC,2023-11-22,81957.45,83188.21,75564.47,80856.29,2513862.0
1422,BTC,2023-11-23,80367.71,81896.36,77774.97,81585.39,4240184.0
1423,BTC,2023-11-24,81425.4,87538.28,79287.92,82073.11,971531.0
1426,BTC,2023-11-27,80827.57,83613.33,76410.72,79984.58,1740305.0
1427,BTC,2023-11-28,81080.7,82262.57,79429.95,81221.82,1307806.0
1428,BTC,2023-11-29,81184.21,83827.35,77767.46,80019.11,2191875.0
1429,BTC,2023-11-30,79167.44,82435.39,79167.44,79402.54,1414540.0
1430,BTC,2023-12-01,76314.61,84115.46,76314.61,82879.69,4561279.0
1433,BTC,2023-12-04,81904.96,87167.17,81904.96,85995.77,1279126.0
1434,BTC,2023-12-05,86844.09,87006.7,82642.41,84240.55,409408.0
1435,BTC,2023-12-06,84052.27,89852.21,84052.27,87549.81,565476.0
1436,BTC,2023-12-07,88305.77,89099.55,83783.36,85766.97,5394775.0
1437,BTC,2023-12-08,85896.33,89735.42,81347.93,86996.55,3537436.0
1440,BTC,2023-12-11,83224.91,83224.91,76984.52,80317.9,559060.0
1441,BTC,2023-12-12,80880.78,82842.13,79379.92,79987.68,1082845.0
1442,BTC,2023-12-13,80204.54,83565.14,78926.9,83278.78,873284.0
1443,BTC,2023-12-14,85547.1,85547.1,80593.41,84411.6,1306122.0
1444,BTC,2023-12-15,84362.21,88483.93,84018.84,86873.02,351180.0
1447,BTC,2023-12-18,91530.49,94147.03,88684.34,90519.81,15432836.0
1448,BTC,2023-12-19,88576.94,92454.62,85806.15,90536.56,3025833.0
1449,BTC,2023-12-20,92539.63,92539.63,84193.41,86105.7,608501.0
1450,BTC,2023-12-21,83873.66,86498.53,81856.6,82084.77,362975.0
1451,BTC,2023-12-22,81867.24,84218.47,79886.22,83746.34,2805434.0
1454,BTC,2023-12-25,88506.77,88506.77,83594.03,83758.33,2386956.0
1455,BTC,2023-12-26,84803.55,87636.73,81326.54,83777.55,790194.0
1456,BTC,2023-12-27,83901.04,87208.76,82135.57,85643.2,2125102.0
1457,BTC,2023-12-28,84405.54,88198.02,84405.54,86793.19,925437.0
1458,BTC,2023-12-29,86129.62,88151.59,82576.43,82585.19,291302.0
1461,BTC,2024-01-01,79079.45,84084.31,79079.45,83480.44,7470641.0
1462,BTC,2024-01-02,84868.47,86538.31,81835.58,85192.45,1649351.0
1463,BTC,2024-01-03,86186.91,86186.91,83476.18,84434.13,211419.0
1464,BTC,2024-01-04,86238.67,87210.34,82093.57,85480.07,651600.0
1465,BTC,2024-01-05,85496.62,87260.55,84180.55,85394.15,913492.0
1468,BTC,2024-01-08,85484.94,85812.74,81181.52,82441.7,589868.0
1469,BTC,2024-01-09,82979.79,87111.69,79980.56,83931.0,1237377.0
1470,BTC,2024-01-10,85001.16,87061.97,83133.05,85461.17,1381788.0
1471,BTC,2024-01-11,84665.54,86943.41,83429.95,85211.98,708177.0
1472,BTC,2024-01-12,84117.41,91006.19,84117.41,85697.2,4447316.0
1475,BTC,2024-01-15,85009.14,87038.02,82765.47,85727.72,564071.0
1476,BTC,2024-01-16,84296.77,88124.5,82154.41,83815.37,1192264.0
1477,BTC,2024-01-17,82335.11,85906.67,80948.67,82945.4,3929815.0
1478,BTC,2024-01-18,82022.14,86874.05,81384.99,82301.8,5699371.0
1479,BTC,2024-01-19,81946.5,84331.18,80009.17,81102.97,1476626.0
1482,BTC,2024-01-22,83380.9,86234.48,83380.9,84685.73,593944.0
1483,BTC,2024-01-23,85424.43,86862.56,80395.7,83425.7,3228612.0
1484,BTC,2024-01-24,83452.55,85559.87,80994.71,83427.4,423997.0
1485,BTC,2024-01-25,82730.72,87328.89,80791.39,81291.17,943949.0
1486,BTC,2024-01-26,83042.18,83205.14,80004.27,80319.0,7695162.0
1489,BTC,2024-01-29,79279.09,81556.69,76849.22,80631.2,307861.0
1490,BTC,2024-01-30,80825.42,81161.41,78558.43,79200.54,601642.0
1491,BTC,2024-01-31,78713.13,80346.98,76441.61,79266.62,1033143.0
1492,BTC,2024-02-01,80013.62,80149.29,76204.15,76960.27,7179750.0
1493,BTC,2024-02-02,79624.87,83644.08,77682.28,82567.67,879905.0
1496,BTC,2024-02-05,81153.71,86982.55,81153.71,83687.23,1820326.0
1497,BTC,2024-02-06,83725.33,85731.36,80927.58,85049.91,526115.0
1498,BTC,2024-02-07,86018.28,88595.3,83302.7,83382.03,1212046.0
1499,BTC,2024-02-08,84493.42,86093.36,80176.7,84894.21,1215423.0
1500,BTC,2024-02-09,82911.92,86471.49,81558.3,85480.25,1984750.0
1503,BTC,2024-02-12,89782.29,94101.03,86872.51,90687.24,6549116.0
1504,BTC,2024-02-13,89131.33,91946.71,89131.33,90124.99,161699.0
1505,BTC,2024-02-14,89592.63,96316.05,89592.63,92818.53,6304312.0
1506,BTC,2024-02-15,91613.19,94264.92,89499.19,93270.64,558773.0
1507,BTC,2024-02-16,93093.48,97795.11,90937.85,92964.75,1896922.0
1510,BTC,2024-02-19,93053.85,96611.57,92610.22,92888.68,189650.0
1511,BTC,2024-02-20,90374.53,96873.44,89701.67,91127.88,743937.0
1512,BTC,2024-02-21,91158.54,91709.32,85608.36,86794.33,302540.0
1513,BTC,2024-02-22,86422.16,87367.19,82485.18,85544.67,426961.0
1514,BTC,2024-02-23,85170.06,92096.06,81191.33,85611.52,3370659.0
1517,BTC,2024-02-26,89140.93,90126.12,87034.51,88110.78,1866080.0
1518,BTC,2024-02-27,87836.11,92181.43,87018.99,90397.85,1834778.0
1519,BTC,2024-02-28,91437.07,91437.07,88539.57,90553.03,1446799.0
1520,BTC,2024-02-29,92086.6,92086.6,87442.25,88345.63,446773.0
1521,BTC,2024-03-01,87349.8,89646.53,83337.87,87725.58,4346839.0
1524,BTC,2024-03-04,90033.82,94402.6,89005.6,91576.43,3805547.0
1525,BTC,2024-03-05,89157.9,91111.3,88059.15,89939.8,3216209.0
1526,BTC,2024-03-06,91379.37,91801.72,84960.38,86783.88,371917.0
1527,BTC,2024-03-07,89193.81,89193.81,84582.86,86466.52,1202290.0
1528,BTC,2024-03-08,84853.32,89566.38,83738.23,87618.46,768564.0
1531,BTC,2024-03-11,84922.85,88338.53,81707.42,84602.42,873236.0
1532,BTC,2024-03-12,83799.76,86147.69,83137.34,85254.5,1067704.0
1533,BTC,2024-03-13,86795.93,88693.76,83716.79,86566.36,543464.0
1534,BTC,2024-03-14,87152.66,88087.75,82805.78,83319.32,3832661.0
1535,BTC,2024-03-15,84243.9,84243.9,81494.15,83334.27,7339712.0
1538,BTC,2024-03-18,83288.02,86695.46,81208.13,83921.34,884655.0
1539,BTC,2024-03-19,83073.42,84202.34,79427.53,80539.97,1235964.0
1540,BTC,2024-03-20,80331.83,83274.97,75790.21,79803.43,1057041.0
1541,BTC,2024-03-21,79366.36,85282.17,79366.36,84606.05,7361101.0
1542,BTC,2024-03-22,83144.86,85302.98,81183.79,81853.3,2997125.0
1545,BTC,2024-03-25,77139.56,79815.51,76459.13,77053.86,2053967.0
1546,BTC,2024-03-26,75435.75,79207.86,73500.76,75909.18,5866758.0
1547,BTC,2024-03-27,77552.02,77552.02,74134.53,75607.47,965718.0
1548,BTC,2024-03-28,75265.6,78280.34,74299.85,74751.31,2363038.0
1549,BTC,2024-03-29,76809.04,76809.04,71328.34,74965.9,681858.0
1552,BTC,2024-04-01,71892.24,76918.98,71892.24,72664.02,1726453.0
1553,BTC,2024-04-02,72711.74,75948.42,70260.33,73378.53,3108980.0
1554,BTC,2024-04-03,71828.11,78066.35,71828.11,73063.56,360618.0
1555,BTC,2024-04-04,73818.65,74407.01,71530.11,72757.67,1331063.0
1556,BTC,2024-04-05,73720.9,76995.69,71703.15,73099.19,2001419.0
1559,BTC,2024-04-08,67831.8,70856.9,65149.48,69096.95,786953.0
1560,BTC,2024-04-09,68820.55,70957.91,64340.74,68026.44,33386043.0
1561,BTC,2024-04-10,68389.91,68389.91,65289.11,65387.3,272597.0
1562,BTC,2024-04-11,65008.52,66676.15,63340.03,64671.24,502617.0
1563,BTC,2024-04-12,63802.07,66035.83,63716.89,65505.94,549863.0
1566,BTC,2024-04-15,61656.1,63634.67,61325.51,62476.77,520081.0
1567,BTC,2024-04-16,61460.86,65712.72,61460.86,64294.09,982328.0
1568,BTC,2024-04-17,65619.31,67482.94,63089.18,64918.06,871259.0
1569,BTC,2024-04-18,65285.7,65605.69,62169.31,63679.71,3723757.0
1570,BTC,2024-04-19,63132.98,66722.0,61869.63,64335.95,2090970.0
1573,BTC,2024-04-22,61765.22,63418.28,60259.36,62191.01,3220800.0
1574,BTC,2024-04-23,62793.28,64201.98,57902.65,62288.05,2349975.0
1575,BTC,2024-04-24,63334.69,63642.19,60692.74,62016.69,7438578.0
1576,BTC,2024-04-25,61946.61,64026.33,60563.4,61189.42,5570281.0
1577,BTC,2024-04-26,60328.48,62609.23,58726.55,59900.89,989373.0
1580,BTC,2024-04-29,58922.94,59794.15,55268.68,56848.09,884557.0
1581,BTC,2024-04-30,57546.91,60604.04,54185.45,55555.98,2281617.0
1582,BTC,2024-05-01,55746.78,57289.54,55070.55,56126.19,3937338.0
1583,BTC,2024-05-02,56489.67,59564.12,55555.54,59472.84,988823.0
1584,BTC,2024-05-03,59240.33,61531.58,58681.87,60795.36,1433434.0
1587,BTC,2024-05-06,58447.73,58447.73,54376.0,55107.79,11062906.0
1588,BTC,2024-05-07,55357.89,56242.44,51416.35,54783.39,935279.0
1589,BTC,2024-05-08,56524.49,56524.49,52674.64,54526.6,718873.0
1590,BTC,2024-05-09,56566.99,56566.99,50937.39,52515.33,259894.0
1591,BTC,2024-05-10,52671.69,55298.33,52671.69,55048.14,496401.0
1594,BTC,2024-05-13,55205.9,55781.36,52235.85,55011.41,775191.0
1595,BTC,2024-05-14,54914.74,57219.54,53388.65,54293.84,1468088.0
1596,BTC,2024-05-15,53242.81,56181.21,53242.81,55053.85,569662.0
1597,BTC,2024-05-16,55791.23,57342.17,54529.28,56918.53,1245487.0
1598,BTC,2024-05-17,55731.41,59454.78,55731.41,58211.85,1360174.0
1601,BTC,2024-05-20,59369.4,61628.71,58768.59,58957.01,863756.0
1602,BTC,2024-05-21,59641.51,60625.56,57422.45,58344.66,634624.0
1603,BTC,2024-05-22,60040.23,60040.23,53866.95,56173.92,2567478.0
1604,BTC,2024-05-23,55957.9,57290.19,52919.75,54704.48,1193478.0
1605,BTC,2024-05-24,53913.67,55321.34,51296.57,53362.91,1001634.0
1608,BTC,2024-05-27,55385.09,58560.95,54497.07,56342.64,367365.0
1609,BTC,2024-05-28,58279.69,58279.69,52470.52,55529.18,2857904.0
1610,BTC,2024-05-29,54281.39,58484.35,54281.39,56016.29,5270785.0
1611,BTC,2024-05-30,55337.46,58194.94,52923.69,56898.0,2803104.0
1612,BTC,2024-05-31,57203.81,58732.27,55570.32,57805.59,5827288.0
1615,BTC,2024-06-03,57520.11,59089.85,54702.32,56288.94,1217877.0
1616,BTC,2024-06-04,55556.78,56016.67,52179.42,53320.29,324053.0
1617,BTC,2024-06-05,53795.96,54662.13,52105.24,54002.26,3840283.0
1618,BTC,2024-06-06,54371.76,56348.2,53669.55,54498.86,1308367.0
1619,BTC,2024-06-07,53741.55,55122.34,52663.06,54392.25,1689004.0
1622,BTC,2024-06-10,57799.98,58151.04,55546.87,56066.7,1386433.0
1623,BTC,2024-06-11,56421.76,56657.35,53193.26,56198.02,1145801.0
1624,BTC,2024-06-12,56906.67,57067.47,53547.76,54084.93,6122708.0
1625,BTC,2024-06-13,53546.72,57743.58,52613.8,55938.42,3973069.0
1626,BTC,2024-06-14,56723.72,57960.83,54798.84,56336.75,2186667.0
1629,BTC,2024-06-17,53324.57,53616.86,50007.55,52399.16,9887007.0
1630,BTC,2024-06-18,52056.67,54317.46,51306.34,51770.25,922724.0
1631,BTC,2024-06-19,52623.34,52623.34,49567.28,51375.81,579417.0
1632,BTC,2024-06-20,50182.87,54334.61,49942.74,52793.56,299129.0
1633,BTC,2024-06-21,52612.08,54283.14,51726.33,52079.14,2448686.0
1636,BTC,2024-06-24,54515.5,54755.05,52542.99,53245.68,5877687.0
1637,BTC,2024-06-25,53057.0,54637.8,50464.22,53025.49,819551.0
1638,BTC,2024-06-26,51823.61,55084.27,51297.92,52804.94,2646671.0
1639,BTC,2024-06-27,52943.57,54593.23,52943.57,54580.44,2202845.0
1640,BTC,2024-06-28,54166.7,56497.94,50499.19,55105.18,946101.0
1643,BTC,2024-07-01,55731.44,58674.75,55731.44,57476.68,1064620.0
1644,BTC,2024-07-02,56202.68,59527.92,54087.38,56349.15,1060545.0
1645,BTC,2024-07-03,56476.41,57520.85,53340.17,56745.3,6238365.0
1646,BTC,2024-07-04,56899.23,60158.72,56899.23,58286.05,1136487.0
1647,BTC,2024-07-05,58020.67,58703.28,54744.63,58011.56,903623.0
1650,BTC,2024-07-08,61413.95,62805.19,58556.12,60102.21,1675649.0
1651,BTC,2024-07-09,61646.16,61657.08,59044.05,61135.54,1893310.0
1652,BTC,2024-07-10,61534.86,64147.31,60539.24,61686.2,3334570.0
1653,BTC,2024-07-11,59952.6,61113.93,57841.87,58123.01,541976.0
1654,BTC,2024-07-12,60175.38,60175.38,53967.9,55363.65,869892.0
1657,BTC,2024-07-15,51367.25,51690.93,50089.77,50757.1,1415367.0
1658,BTC,2024-07-16,49250.63,53289.65,48908.6,52084.0,3001018.0
1659,BTC,2024-07-17,52301.86,52491.8,50283.39,51208.04,1004806.0
1660,BTC,2024-07-18,51053.88,53350.78,50603.71,51464.98,308143.0
1661,BTC,2024-07-19,51203.64,53159.19,47711.55,52430.93,4778969.0
1664,BTC,2024-07-22,51259.6,51404.92,48479.16,48935.27,936584.0
1665,BTC,2024-07-23,49104.95,49578.14,47136.54,47654.3,1613578.0
1666,BTC,2024-07-24,47691.36,49955.09,46057.1,47796.71,214995.0
1667,BTC,2024-07-25,46842.69,50107.48,46842.69,50047.64,1676410.0
1668,BTC,2024-07-26,49928.75,52447.49,48368.65,49172.01,744368.0
1671,BTC,2024-07-29,46466.38,48998.96,44887.04,48595.64,1272745.0
1672,BTC,2024-07-30,48346.26,52616.11,48346.26,51093.62,1180489.0
1673,BTC,2024-07-31,51618.91,53189.28,51170.75,52991.95,3313765.0
1674,BTC,2024-08-01,53320.83,54409.26,52024.32,53304.29,1852264.0
1675,BTC,2024-08-02,53226.88,54495.27,51767.79,53860.5,2301968.0
1678,BTC,2024-08-05,56971.98,58507.78,55715.53,56849.16,355375.0
1679,BTC,2024-08-06,55660.58,57173.05,53885.74,55660.58,6891167.0
1680,BTC,2024-08-07,55656.91,56227.98,54056.82,54789.72,1699346.0
1681,BTC,2024-08-08,53842.53,56789.18,53842.53,55721.67,3276452.0
1682,BTC,2024-08-09,55354.67,55931.87,52904.5,55520.68,2310264.0
1685,BTC,2024-08-12,57475.3,59882.35,56990.44,58269.16,2124286.0
1686,BTC,2024-08-13,59333.24,59333.24,56059.71,57188.73,1171485.0
1687,BTC,2024-08-14,57346.22,58790.29,56838.96,57644.83,1145018.0
1688,BTC,2024-08-15,57017.55,59721.06,57017.55,58183.92,1816527.0
1689,BTC,2024-08-16,58159.5,58596.59,54848.85,56561.93,1772353.0
1692,BTC,2024-08-19,57001.74,58372.88,56069.42,58137.36,523401.0
1693,BTC,2024-08-20,59119.72,59333.64,52769.62,56019.25,496240.0
1694,BTC,2024-08-21,56612.19,57626.25,53335.52,55046.06,3049340.0
1695,BTC,2024-08-22,56192.51,56192.51,53378.12,54128.88,613185.0
1696,BTC,2024-08-23,54394.97,56413.63,52532.73,53283.09,1056095.0
1699,BTC,2024-08-26,54514.26,56710.61,53890.38,54480.56,946741.0
1700,BTC,2024-08-27,54100.07,56815.64,54100.07,55156.17,1000271.0
1701,BTC,2024-08-28,55459.37,55825.79,51588.66,55066.38,2538442.0
1702,BTC,2024-08-29,55505.02,55505.02,51868.02,53903.69,1118097.0
1703,BTC,2024-08-30,55070.59,55070.59,50149.71,53426.01,290386.0
1706,BTC,2024-09-02,55983.68,56292.41,53932.36,55561.46,1419571.0
1707,BTC,2024-09-03,54566.62,55168.13,52999.41,53614.7,2437365.0
1708,BTC,2024-09-04,53941.63,55038.62,51707.03,54775.33,1375681.0
1709,BTC,2024-09-05,54270.07,55796.37,51783.8,52259.41,4207195.0
1710,BTC,2024-09-06,51484.81,53266.94,51484.81,51888.03,1450446.0
1713,BTC,2024-09-09,53271.57,55585.55,51563.42,54372.7,743468.0
1714,BTC,2024-09-10,54552.08,55494.65,53833.45,54592.06,1386577.0
1715,BTC,2024-09-11,53922.6,55334.39,52233.38,52818.89,550913.0
1716,BTC,2024-09-12,52709.19,55692.15,50027.42,52797.62,1686566.0
1717,BTC,2024-09-13,53663.87,55398.47,50367.95,52142.88,2970731.0
1720,BTC,2024-09-16,53933.64,55154.96,51700.56,53178.55,145572.0
1721,BTC,2024-09-17,53912.02,54986.55,51454.89,53049.69,742187.0
1722,BTC,2024-09-18,52794.83,55255.65,52794.83,54027.09,2374268.0
1723,BTC,2024-09-19,54250.73,55162.22,51920.09,54214.54,644181.0
1724,BTC,2024-09-20,52566.56,57194.89,52566.56,55947.8,1547201.0
1727,BTC,2024-09-23,55769.82,57702.68,53018.81,55565.5,3213112.0
1728,BTC,2024-09-24,56336.61,57519.65,54679.83,56470.98,2059336.0
1729,BTC,2024-09-25,56298.44,56298.44,53068.16,54736.71,965956.0
1730,BTC,2024-09-26,54889.99,56070.08,53904.48,55085.94,902093.0
1731,BTC,2024-09-27,54915.46,57873.55,54341.15,55846.85,985100.0
1734,BTC,2024-09-30,57180.51,57180.51,51927.92,53237.62,446389.0
1735,BTC,2024-10-01,52845.86,53246.26,51616.58,52211.82,2341517.0
1736,BTC,2024-10-02,52174.52,52810.35,50688.99,51779.68,2309102.0
1737,BTC,2024-10-03,50737.56,54710.7,48454.56,52187.0,992968.0
1738,BTC,2024-10-04,52305.41,55271.77,52305.41,55001.91,412454.0
1741,BTC,2024-10-07,55334.78,57804.86,54760.54,55990.42,1720321.0
